lat,lng,name
49.7747920,13.3524090,U Hasičů 1; 323 35 Plzeň
49.719634,13.419497,U Seřadiště 196; 326 00 Plzeň
49.74925,13.37361,Pobřežní 17; 301 17 Plzeň
49.581103,13.3281,Průmyslová 913; 334 01 Přeštice
49.482453,13.578576,Budějovická 430; 335 01 Nepomuk
49.935053,13.391362,Pivovarská 122; 331 01 Plasy
49.711712,13.201401,Šůlova 1150; 330 23 Nýřany
